"localID","SurveyDate","X","Year","Month","Day","Observer","Latitude","Longitude","County","State","common_name","Comments","AOU_code","EnglishFull","Genus","Species","isodate","state_name"
"2782","6/2/2009","00:00.0","2009","6","2","Bankhead","NULL","NULL","Box Elder","UT","Cattle Egret","GSL","02001","Cattle Egret","Bubulcus","ibis",2009-06-02,"Utah"
"2783","6/2/2009","00:00.0","2009","6","2","Shreve","NULL","NULL","Box Elder","UT","Franklin's Gull","GSL","00590","Franklin's Gull","Larus","pipixcan",2009-06-02,"Utah"
"2784","6/2/2009","00:00.0","2009","6","2","Bankhead","NULL","NULL","Box Elder","UT","Great Egret","GSL","01960","Great Egret","Ardea","alba",2009-06-02,"Utah"
"2785","6/2/2009","00:00.0","2009","6","2","Bankhead","NULL","NULL","Box Elder","UT","Snowy Egret","GSL","01970","Snowy Egret","Egretta","thula",2009-06-02,"Utah"
"2786","6/2/2009","00:00.0","2009","6","2","Shreve","NULL","NULL","Box Elder","UT","Western Grebe","GSL","00010","Western Grebe","Aechmophorus","occidentalis",2009-06-02,"Utah"
"2787","6/2/2009","00:00.0","2009","6","2","Neill","NULL","NULL","Box Elder","UT","White-faced Ibis","GSL","01870","White-faced Ibis","Plegadis","chihi",2009-06-02,"Utah"
"2788","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","Franklin's Gull","GSL","00590","Franklin's Gull","Larus","pipixcan",2009-06-18,"Utah"
"2789","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","Franklin's Gull","GSL","00590","Franklin's Gull","Larus","pipixcan",2009-06-18,"Utah"
"2790","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","Snowy Egret","GSL","01970","Snowy Egret","Egretta","thula",2009-06-18,"Utah"
"2791","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","White-faced Ibis","GSL","01870","White-faced Ibis","Plegadis","chihi",2009-06-18,"Utah"
"2792","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","Snowy Egret","GSL","01970","Snowy Egret","Egretta","thula",2009-06-18,"Utah"
"2793","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","Snowy Egret","GSL","01970","Snowy Egret","Egretta","thula",2009-06-18,"Utah"
"2794","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","White-faced Ibis","GSL","01870","White-faced Ibis","Plegadis","chihi",2009-06-18,"Utah"
"2795","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","White-faced Ibis","GSL","01870","White-faced Ibis","Plegadis","chihi",2009-06-18,"Utah"
"2796","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-25,"Utah"
"2797","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-25,"Utah"
"2798","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-25,"Utah"
"2799","5/31/2010","00:00.0","2010","5","31","Cavitt","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-31,"Utah"
"2800","5/31/2010","00:00.0","2010","5","31","Cavitt","NULL","NULL","Box Elder","UT","Great Blue Heron","GSL","01940","Great Blue Heron","Ardea","herodias",2010-05-31,"Utah"
"2801","5/31/2010","00:00.0","2010","5","31","Cavitt","NULL","NULL","Box Elder","UT","Ring-billed Gull","GSL","00540","Ring-billed Gull","Larus","delawarensis",2010-05-31,"Utah"
"2802","6/5/2009","00:00.0","2009","6","5","Olson/Ferguson","NULL","NULL","Box Elder","UT","Black-crowned Night-Heron","GSL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",2009-06-05,"Utah"
"2803","6/5/2009","00:00.0","2009","6","5","Olson/Ferguson","NULL","NULL","Box Elder","UT","Cattle Egret","GSL","02001","Cattle Egret","Bubulcus","ibis",2009-06-05,"Utah"
"2804","6/5/2009","00:00.0","2009","6","5","Olson/Ferguson","NULL","NULL","Box Elder","UT","Franklin's Gull","GSL","00590","Franklin's Gull","Larus","pipixcan",2009-06-05,"Utah"
"2805","6/5/2009","00:00.0","2009","6","5","Olson/Ferguson","NULL","NULL","Box Elder","UT","Great Egret","GSL","01960","Great Egret","Ardea","alba",2009-06-05,"Utah"
"2806","6/5/2009","00:00.0","2009","6","5","Olson/Ferguson","NULL","NULL","Box Elder","UT","Snowy Egret","GSL","01970","Snowy Egret","Egretta","thula",2009-06-05,"Utah"
"2807","6/5/2009","00:00.0","2009","6","5","Olson/Ferguson","NULL","NULL","Box Elder","UT","White-faced Ibis","GSL","01870","White-faced Ibis","Plegadis","chihi",2009-06-05,"Utah"
"2808","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-25,"Utah"
"2809","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","Double-crested Cormorant","GSL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-05-25,"Utah"
"2810","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","Great Blue Heron","GSL","01940","Great Blue Heron","Ardea","herodias",2010-05-25,"Utah"
"2811","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-25,"Utah"
"2812","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","Great Blue Heron","GSL","01940","Great Blue Heron","Ardea","herodias",2010-05-25,"Utah"
"2813","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","California Gull","GSL","00530","California Gull","Larus","californicus",2010-05-25,"Utah"
"2814","5/25/2010","00:00.0","2010","5","25","Neill/Bartosz","NULL","NULL","Box Elder","UT","Great Blue Heron","GSL","01940","Great Blue Heron","Ardea","herodias",2010-05-25,"Utah"
"2815","6/18/2009","00:00.0","2009","6","18","Neill/Mathis","NULL","NULL","Box Elder","UT","Western or Clark's Grebe","GSL","NULL",NA,NA,NA,2009-06-18,"Utah"
"2816","7/1/2009","00:00.0","2009","7","1","Neill et al.","NULL","NULL","Box Elder","UT","Eared Grebe","GSL","00040","Eared Grebe","Podiceps","nigricollis",2009-07-01,"Utah"
"2817","7/1/2009","00:00.0","2009","7","1","Bankhead","NULL","NULL","Box Elder","UT","Forster's Tern","GSL","00690","Forster's Tern","Sterna","forsteri",2009-07-01,"Utah"
"2818","7/1/2009","00:00.0","2009","7","1","Neill","NULL","NULL","Box Elder","UT","Western Grebe","GSL","00010","Western Grebe","Aechmophorus","occidentalis",2009-07-01,"Utah"
"2819","6/2/2009","00:00.0","2009","6","2","Shreve","NULL","NULL","Box Elder","UT","Franklin's Gull","GSL","00590","Franklin's Gull","Larus","pipixcan",2009-06-02,"Utah"
"2820","6/2/2009","00:00.0","2009","6","2","Bankhead","NULL","NULL","Box Elder","UT","Snowy Egret","GSL","01970","Snowy Egret","Egretta","thula",2009-06-02,"Utah"
"1693","4/27/2007","00:00.0","2007","4","27","Manwaring/Manwaring","NULL","NULL","Gem","ID","Great Egret","NULL","01960","Great Egret","Ardea","alba",2007-04-27,"Idaho"
"1694","4/27/2007","00:00.0","2007","4","27","Manwaring/Manwaring","NULL","NULL","Gem","ID","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",2007-04-27,"Idaho"
"1695","5/26/1993","00:00.0","1993","5","26","Stanley","NULL","NULL","Canyon","ID","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1993-05-26,"Idaho"
"1696","6/3/1993","00:00.0","1993","6","3","Klott","NULL","NULL","Elmore","ID","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",1993-06-03,"Idaho"
"1697","6/3/1993","00:00.0","1993","6","3","Klott","NULL","NULL","Elmore","ID","Clark's Grebe","NULL","00011","Clark's Grebe","Aechmophorus","clarkii",1993-06-03,"Idaho"
"1698","6/28/1993","00:00.0","1993","6","28","Trost","NULL","NULL","Elmore","ID","Western Grebe","NULL","00010","Western Grebe","Aechmophorus","occidentalis",1993-06-28,"Idaho"
"1699","5/26/1993","00:00.0","1993","5","26","Stanley","NULL","NULL","Washington","ID","California Gull","NULL","00530","California Gull","Larus","californicus",1993-05-26,"Idaho"
"1700","6/30/1993","00:00.0","1993","6","30","Trost","NULL","NULL","Washington","ID","California Gull","NULL","00530","California Gull","Larus","californicus",1993-06-30,"Idaho"
"1701","6/22/2006","00:00.0","2006","6","22","Moulton","NULL","NULL","Washington","ID","California Gull","NULL","00530","California Gull","Larus","californicus",2006-06-22,"Idaho"
"1702","6/22/2006","00:00.0","2006","6","22","Moulton","NULL","NULL","Washington","ID","Ring-billed Gull","NULL","00540","Ring-billed Gull","Larus","delawarensis",2006-06-22,"Idaho"
"1703","6/1/1993","00:00.0","1993","6","1","Doremus","NULL","NULL","Elmore","ID","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1993-06-01,"Idaho"
"1704","5/30/1993","00:00.0","1993","5","30","Trost","NULL","NULL","Twin Falls","ID","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1993-05-30,"Idaho"
"1705","5/30/1993","00:00.0","1993","5","30","Trost","NULL","NULL","Twin Falls","ID","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1993-05-30,"Idaho"
"1706","6/6/2008","00:00.0","2008","6","6","Gray","NULL","NULL","Latah","ID","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2008-06-06,"Idaho"
"1707","7/27/1993","00:00.0","1993","7","27","Trost","NULL","NULL","Bingham","ID","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",1993-07-27,"Idaho"
"1708","6/29/1993","00:00.0","1993","6","29","Trost","NULL","NULL","NULL","ID","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",1993-06-29,"Idaho"
"1709","5/28/1993","00:00.0","1993","5","28","Doremus","NULL","NULL","Elmore","ID","Ring-billed Gull","NULL","00540","Ring-billed Gull","Larus","delawarensis",1993-05-28,"Idaho"
"1710","6/10/1993","00:00.0","1993","6","10","Trost","NULL","NULL","Elmore","ID","California Gull","NULL","00530","California Gull","Larus","californicus",1993-06-10,"Idaho"
"1711","6/10/1993","00:00.0","1993","6","10","Trost","NULL","NULL","Elmore","ID","Ring-billed Gull","NULL","00540","Ring-billed Gull","Larus","delawarensis",1993-06-10,"Idaho"
"1712","5/25/1994","00:00.0","1994","5","25","Trost","NULL","NULL","Bonner","ID","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",1994-05-25,"Idaho"
"1713","6/10/2009","00:00.0","2009","6","10","Fields/McCue","NULL","NULL","Teton","MT","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",2009-06-10,"Montana"
"1714","6/10/2009","00:00.0","2009","6","10","Fields/McCue","NULL","NULL","Teton","MT","California Gull","NULL","00530","California Gull","Larus","californicus",2009-06-10,"Montana"
"1715","6/10/2009","00:00.0","2009","6","10","Fields/McCue","NULL","NULL","Teton","MT","Common Tern","NULL","00700","Common Tern","Sterna","hirundo",2009-06-10,"Montana"
"1716","6/10/2009","00:00.0","2009","6","10","Fields/McCue","NULL","NULL","Teton","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2009-06-10,"Montana"
"1717","6/15/2010","00:00.0","2010","6","15","Krage","NULL","NULL","Teton","MT","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",2010-06-15,"Montana"
"1718","6/15/2010","00:00.0","2010","6","15","Krage","NULL","NULL","Teton","MT","California Gull","NULL","00530","California Gull","Larus","californicus",2010-06-15,"Montana"
"1719","6/15/2010","00:00.0","2010","6","15","Krage","NULL","NULL","Teton","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-06-15,"Montana"
"1720","6/15/2010","00:00.0","2010","6","15","Krage","NULL","NULL","Teton","MT","Ring-billed or California Gull","NULL","NULL",NA,NA,NA,2010-06-15,"Montana"
"1721","6/14/2011","00:00.0","2011","6","14","Koffman/Valentine","NULL","NULL","Teton","MT","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",2011-06-14,"Montana"
"1722","6/14/2011","00:00.0","2011","6","14","Koffman/Valentine","NULL","NULL","Teton","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2011-06-14,"Montana"
"1723","7/7/2010","00:00.0","2010","7","7","Stutzman","NULL","NULL","Flathead","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2010-07-07,"Montana"
"1724","5/6/2011","00:00.0","2011","5","6","Doney","NULL","NULL","Madison","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-06,"Montana"
"1725","6/18/2010","00:00.0","2010","6","18","Doney","NULL","NULL","Beaverhead","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-06-18,"Montana"
"1726","5/6/2011","00:00.0","2011","5","6","Doney","NULL","NULL","Beaverhead","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-06,"Montana"
"1727","6/17/2009","00:00.0","2009","6","17","Fields et al.","NULL","NULL","Cascade","MT","Franklin's Gull","NULL","00590","Franklin's Gull","Larus","pipixcan",2009-06-17,"Montana"
"1728","6/17/2009","00:00.0","2009","6","17","Fields et al.","NULL","NULL","Cascade","MT","Ring-billed Gull","NULL","00540","Ring-billed Gull","Larus","delawarensis",2009-06-17,"Montana"
"1729","6/22/2010","00:00.0","2010","6","22","Fields et al.","NULL","NULL","Cascade","MT","White-faced Ibis","NULL","01870","White-faced Ibis","Plegadis","chihi",2010-06-22,"Montana"
"1730","8/24/2010","00:00.0","2010","8","24","Fields et al.","NULL","NULL","Cascade","MT","Franklin's Gull","NULL","00590","Franklin's Gull","Larus","pipixcan",2010-08-24,"Montana"
"1731","7/5/2011","00:00.0","2011","7","5","Tilly","NULL","NULL","Cascade","MT","Franklin's Gull","NULL","00590","Franklin's Gull","Larus","pipixcan",2011-07-05,"Montana"
"1732","NULL","","2011","7","5","Tilly","NULL","NULL","Cascade","MT","White-faced Ibis","NULL","01870","White-faced Ibis","Plegadis","chihi",NA,"Montana"
"1733","NULL","","2009","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"Montana"
"1734","NULL","","2009","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","California Gull","NULL","00530","California Gull","Larus","californicus",NA,"Montana"
"1735","NULL","","2009","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",NA,"Montana"
"1736","NULL","","2009","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","White-faced Ibis","NULL","01870","White-faced Ibis","Plegadis","chihi",NA,"Montana"
"1737","NULL","","2010","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"Montana"
"1738","NULL","","2010","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","Common Tern","NULL","00700","Common Tern","Sterna","hirundo",NA,"Montana"
"1739","NULL","","2010","6","NULL","Fields et al.","NULL","NULL","Cascade","MT","Forster's Tern","NULL","00690","Forster's Tern","Sterna","forsteri",NA,"Montana"
"1740","5/4/2011","00:00.0","2011","5","4","Doney","NULL","NULL","Madison","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-04,"Montana"
"1741","NULL","","2011","4","26","Cyrus/Beyer","NULL","NULL","Rosebud","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
"1742","4/28/2011","00:00.0","2011","4","28","Begley","NULL","NULL","Bighorn","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-04-28,"Montana"
"1743","5/11/2011","00:00.0","2011","5","11","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-11,"Montana"
"1744","6/25/2009","00:00.0","2009","6","25","DuBois","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-25,"Montana"
"1745","5/12/2011","00:00.0","2011","5","12","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-12,"Montana"
"1746","5/12/2011","00:00.0","2011","5","12","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-12,"Montana"
"1747","5/11/2011","00:00.0","2011","5","11","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-11,"Montana"
"1748","6/25/2009","00:00.0","2009","6","25","DuBois","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-25,"Montana"
"1749","5/11/2011","00:00.0","2011","5","11","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-11,"Montana"
"1750","5/12/2011","00:00.0","2011","5","12","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-12,"Montana"
"1751","6/25/2009","00:00.0","2009","6","25","DuBois","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-25,"Montana"
"1752","5/11/2011","00:00.0","2011","5","11","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-11,"Montana"
"1753","6/25/2009","00:00.0","2009","6","25","DuBois","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-25,"Montana"
"1754","5/11/2011","00:00.0","2011","5","11","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-11,"Montana"
"1755","6/12/2011","00:00.0","2011","6","12","DuBois/Throop","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-06-12,"Montana"
"1756","6/25/2009","00:00.0","2009","6","25","DuBois","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-25,"Montana"
"1757","5/11/2011","00:00.0","2011","5","11","DuBois/Mamutich","NULL","NULL","Ravalli","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-11,"Montana"
"1758","6/17/2009","00:00.0","2009","6","17","Paige","NULL","NULL","Glacier","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2009-06-17,"Montana"
"1759","5/29/2009","00:00.0","2009","5","29","DuBois","NULL","NULL","Powell","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-05-29,"Montana"
"1760","5/13/2011","00:00.0","2011","5","13","DuBois","NULL","NULL","Powell","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-13,"Montana"
"1761","6/9/2009","00:00.0","2009","6","9","Paige","NULL","NULL","Powell","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2009-06-09,"Montana"
"1762","6/9/2009","00:00.0","2009","6","9","Paige","NULL","NULL","Powell","MT","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",2009-06-09,"Montana"
"1763","7/14/2010","00:00.0","2010","7","14","Doney","NULL","NULL","Powell","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2010-07-14,"Montana"
"1764","6/27/2011","00:00.0","2011","6","27","Wightman","NULL","NULL","Powell","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2011-06-27,"Montana"
"1765","6/28/2009","00:00.0","2009","6","28","Tilly","NULL","NULL","Hill/Jefferson","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-28,"Montana"
"1766","6/22/2010","00:00.0","2010","6","22","Tilly et al.","NULL","NULL","Phillips","MT","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",2010-06-22,"Montana"
"1767","7/22/2010","00:00.0","2010","7","22","Tilly/McWilliams","NULL","NULL","Phillips","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2010-07-22,"Montana"
"1768","7/22/2010","00:00.0","2010","7","22","Tilly/McWilliams","NULL","NULL","Phillips","MT","Forster's Tern","NULL","00690","Forster's Tern","Sterna","forsteri",2010-07-22,"Montana"
"1769","6/15/2011","00:00.0","2011","6","15","Tilly et al.","NULL","NULL","Phillips","MT","Common Tern","NULL","00700","Common Tern","Sterna","hirundo",2011-06-15,"Montana"
"1770","7/2/1905","00:00.0","2010","NULL","NULL","Waltee","NULL","NULL","Carter","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",1905-07-02,"Montana"
"1771","6/21/2009","00:00.0","2009","6","21","Paige/Kelly","NULL","NULL","Powell","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2009-06-21,"Montana"
"1772","6/21/2009","00:00.0","2009","6","21","Paige/Kelly","NULL","NULL","Powell","MT","Western Grebe","NULL","00010","Western Grebe","Aechmophorus","occidentalis",2009-06-21,"Montana"
"1773","7/15/2010","00:00.0","2010","7","15","Doney","NULL","NULL","Powell","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2010-07-15,"Montana"
"1774","6/27/2011","00:00.0","2011","6","27","Wightman","NULL","NULL","Powell","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",2011-06-27,"Montana"
"1775","5/22/2009","00:00.0","2009","5","22","Jakubowski et al.","NULL","NULL","Broadwater","MT","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",2009-05-22,"Montana"
"1776","5/22/2009","00:00.0","2009","5","22","Jakubowski et al.","NULL","NULL","Broadwater","MT","Caspian Tern","NULL","00640","Caspian Tern","Hydroprogne","caspia",2009-05-22,"Montana"
"1777","5/22/2009","00:00.0","2009","5","22","Jakubowski et al.","NULL","NULL","Broadwater","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2009-05-22,"Montana"
"1778","5/26/2010","00:00.0","2010","5","26","Jakubowski et al.","NULL","NULL","Broadwater","MT","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",2010-05-26,"Montana"
"1779","5/26/2010","00:00.0","2010","5","26","Jakubowski et al.","NULL","NULL","Broadwater","MT","California Gull","NULL","00530","California Gull","Larus","californicus",2010-05-26,"Montana"
"1780","5/26/2010","00:00.0","2010","5","26","Jakubowski et al.","NULL","NULL","Broadwater","MT","Caspian Tern","NULL","00640","Caspian Tern","Hydroprogne","caspia",2010-05-26,"Montana"
"1781","5/26/2010","00:00.0","2010","5","26","Jakubowski et al.","NULL","NULL","Broadwater","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-05-26,"Montana"
"1782","NULL","","2011","5","31","Wightman","NULL","NULL","Broadwater","MT","American White Pelican","NULL","01250","American White Pelican","Pelecanus","erythrorhynchos",NA,"Montana"
"1783","NULL","","2011","5","31","Wightman","NULL","NULL","Broadwater","MT","Caspian Tern","NULL","00640","Caspian Tern","Hydroprogne","caspia",NA,"Montana"
"1784","NULL","","2011","5","31","Wightman","NULL","NULL","Broadwater","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"Montana"
"1785","5/31/2011","00:00.0","2011","5","31","Wightman","NULL","NULL","Broadwater","MT","Ring-billed or California Gull","NULL","NULL",NA,NA,NA,2011-05-31,"Montana"
"1786","6/28/2009","00:00.0","2009","6","28","Tilly","NULL","NULL","Hill","MT","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",2009-06-28,"Montana"
"1787","5/28/2009","00:00.0","2009","5","28","DuBois","NULL","NULL","Powell","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-05-28,"Montana"
"1788","5/22/2011","00:00.0","2011","5","22","DuBois/Throop","NULL","NULL","Granite","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-22,"Montana"
"1789","5/19/2011","00:00.0","2011","5","19","DuBois/Throop","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-19,"Montana"
"1790","4/22/2011","00:00.0","2011","4","22","Sterling","NULL","NULL","Sanders","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-04-22,"Montana"
"1791","5/19/2011","00:00.0","2011","5","19","DuBois/Throop","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-19,"Montana"
"1792","5/19/2011","00:00.0","2011","5","19","DuBois/Throop","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-19,"Montana"
"1793","5/19/2011","00:00.0","2011","5","19","DuBois/Throop","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-19,"Montana"
"1794","3/30/2011","00:00.0","2011","3","30","DuBois/Hudson","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-03-30,"Montana"
"1795","6/30/2009","00:00.0","2009","6","30","DuBois","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-30,"Montana"
"1796","5/13/2011","00:00.0","2011","5","13","DuBois/Mamutich","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-13,"Montana"
"1797","6/4/2009","00:00.0","2009","6","4","DuBois","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-06-04,"Montana"
"1798","5/29/2009","00:00.0","2009","5","29","DuBois","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-05-29,"Montana"
"1799","5/12/2011","00:00.0","2011","5","12","DuBois/Mamutich","NULL","NULL","Missoula","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-12,"Montana"
"1800","7/24/2009","00:00.0","2009","7","24","DuBois/Swant","NULL","NULL","Powell","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2009-07-24,"Montana"
"1801","5/22/2011","00:00.0","2011","5","22","DuBois/Throop","NULL","NULL","Powell","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-22,"Montana"
"1802","NULL","","2011","4","27","Stewart","NULL","NULL","Stillwater","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
